JWarxxx00203_Library1_ERR3632948  illumina  9   illumina  9
JWarxxx00203_Library1_ERR3632949  illumina  9   illumina  9
JWarxxx00204_Library1_ERR3632950  -         8   ILLUMINA  15
JWarxxx00204_Library1_ERR3632951  illumina  9   ILLUMINA  15
JWarxxx00204_Library1_ERR3632952  illumina  9   ILLUMINA  15
JWarxxx00204_Library1_ERR3632953  ILLUMINA  15  ILLUMINA  15
JWarxxx00204_Library1_ERR3632954  ILLUMINA  15  ILLUMINA  15
JWarxxx00204_Library1_ERR3632955  ILLUMINA  15  ILLUMINA  15
JWarxxx00204_Library1_ERR3632956  illumina  9   -         4
JWarxxx00204_Library1_ERR3632957  illumina  9   -         4
JWarxxx00204_Library1_ERR3632958  ILLUMINA  15  ILLUMINA  15
JWarxxx00204_Library1_ERR3632959  ILLUMINA  15  ILLUMINA  20
JWarxxx00204_Library1_ERR3632960  ILLUMINA  15  ILLUMINA  21
JWarxxx00204_Library1_ERR3632961  ILLUMINA  15  ILLUMINA  15
JWarxxx00204_Library1_ERR3632962  ILLUMINA  15  ILLUMINA  33
JWarxxx00204_Library1_ERR3632963  ILLUMINA  15  ILLUMINA  33
JWarxxx00204_Library1_ERR3632964  ILLUMINA  15  ILLUMINA  33
JWarxxx00204_Library1_ERR3632965  ILLUMINA  15  ILLUMINA  33
JWarxxx00204_Library1_ERR3632966  ILLUMINA  15  ILLUMINA  33
JWarxxx00204_Library1_ERR3632967  ILLUMINA  15  ILLUMINA  33
JWarxxx00204_Library1_ERR3632968  ILLUMINA  15  ILLUMINA  33
PHogxxx00188_Library1_ERR2984766  ILLUMINA  33  ILLUMINA  33
PHogxxx00189_Library1_ERR2984767  ILLUMINA  33  ILLUMINA  33
PHogxxx00190_Library1_ERR2984768  ILLUMINA  33  ILLUMINA  33
RRivZoo00208_Library1_ERR3632914  ILLUMINA  19  ILLUMINA  33
RRivZoo00208_Library1_ERR3632915  ILLUMINA  16  ILLUMINA  33
RRivZoo00208_Library1_ERR3632916  ILLUMINA  14  ILLUMINA  33
VWarxxx00194_Library1_ERR874001   illumina  9   -         8
VWarxxx00194_Library1_ERR874002   illumina  9   -         8
VWarxxx00194_Library1_ERR874003   illumina  9   ILLUMINA  15
VWarxxx00194_Library1_ERR874004   illumina  9   ILLUMINA  31
VWarxxx00194_Library1_ERR874005   illumina  9   ILLUMINA  33
VWarxxx00194_Library1_ERR874006   illumina  9   ILLUMINA  33
VWarxxx00195_Library1_ERR874007   ILLUMINA  33  ILLUMINA  33
VWarxxx00195_Library1_ERR874008   ILLUMINA  33  ILLUMINA  33
VWarxxx00196_Library1_ERR874009   illumina  9   ILLUMINA  11
VWarxxx00196_Library1_ERR874010   illumina  9   ILLUMINA  18
VWarxxx00196_Library1_ERR874011   illumina  9   ILLUMINA  11
VWarxxx00196_Library1_ERR874012   illumina  9   ILLUMINA  15
VWarxxx00196_Library1_ERR874013   illumina  9   ILLUMINA  15
VWarxxx00196_Library1_ERR874014   illumina  9   ILLUMINA  11
VWarxxx00196_Library1_ERR874015   illumina  9   ILLUMINA  15
VWarxxx00196_Library1_ERR874016   illumina  9   ILLUMINA  15
WBoaxxx00191_Library1_ERR3632969  illumina  9   ILLUMINA  22
WBoaxxx00191_Library1_ERR3632970  illumina  9   ILLUMINA  24
WBoaxxx00192_Library1_ERR3632971  illumina  9   ILLUMINA  19
WBoaxxx00192_Library1_ERR3632972  -         9   ILLUMINA  24
WBoaxxx00193_Library1_ERR3632973  ILLUMINA  15  ILLUMINA  33
WBoaxxx00193_Library1_ERR3632974  ILLUMINA  15  ILLUMINA  33
WBoaxxx00193_Library1_ERR3632975  ILLUMINA  15  ILLUMINA  33
WBoaxxx00193_Library1_ERR3632976  ILLUMINA  15  ILLUMINA  33
WBoaxxx00193_Library1_ERR3632977  ILLUMINA  15  ILLUMINA  33
WBoaxxx00193_Library1_ERR3632978  ILLUMINA  15  ILLUMINA  33
